Incremental QALY	Incremental Costs
0.23395228	89474.0351
0.178559386	544381.8132
0.081275706	114151.7584
0.109084578	413228.2903
0.127743565	347821.5323
0.253127977	-77215.36559
0.235319462	504382.6254
0.183906262	197629.6826
0.315638526	179463.7696
0.223064049	207559.9766
0.291997733	484908.7055
0.20060116	174383.6062
0.377080542	173241.5762
0.117205871	348841.3983
0.364553484	222126.8713
0.147462695	228930.2425
0.160428222	329993.1185
0.298398461	4266.212567
0.074337711	-43253.85437
0.174059545	196500.1342
0.197056751	278753.4191
0.192830448	160320.9831
-0.029308096	96251.25019
0.095758654	354545.0121
0.345235048	587389.9212
0.184885908	64370.56177
0.273431637	520673.2835
0.145110008	188703.7921
0.023044626	481237.6247
0.356135713	127063.3497
0.040114569	194269.614
0.083766983	-31398.14878
0.207689324	374973.4725
0.098479993	380931.7789
0.274710508	424192.557
0.196196679	339158.611
0.165778151	529648.5426
0.376660166	37151.70081
0.20918284	310965.4303
0.192272295	345707.9504
0.396122306	614057.0858
0.377450762	308036.9553
0.104016993	331331.1734
-0.023712217	312886.0783
0.378000374	387710.2567
0.223491186	544925.3997
0.307998547	-60642.50558
0.232700325	152850.5667
0.065600512	83566.70572
0.144074406	330318.0076
0.194089174	150223.1097
0.186342358	568471.5831
0.120179431	198192.1423
0.028347459	304660.5625
0.208035827	279631.5723
0.372372241	208476.7314
0.114038239	326736.5446
0.082276525	639669.3662
0.147748866	302558.5462
0.011738425	92036.43346
0.10365714	105694.2012
0.217644563	402012.192
0.32855115	141547.9605
0.153158039	308701.7961
0.2153026	409597.3224
0.317398992	281451.8544
0.186994491	106593.912
0.354758016	92584.04106
-0.021910235	617043.6103
0.207310831	410282.2764
0.232700281	224764.4812
0.337541686	120530.7402
0.119115561	126367.7057
0.360887741	427993.0748
0.336557183	447096.0967
0.277313495	542806.7058
0.246814126	98538.06775
0.264100824	280854.6569
0.133899592	331135.016
0.25454652	420281.2855
0.18967999	340469.1632
0.173459101	108992.3809
0.231480717	43862.16768
0.169024826	-170653.9296
0.294062186	489111.4911
-0.008580873	-170247.7192
0.214245647	460972.1262
0.150379401	181191.3309
0.269421216	613016.1977
0.299846866	-51618.70681
-0.016324155	478149.9467
0.115314134	375576.9131
0.060853286	616280.5282
0.390885369	57149.60085
0.211481151	63852.15896
0.170261759	29486.23737
0.300796194	177823.2235
0.364039728	632229.7025
0.262323581	529378.0857
0.127193605	42856.0893
0.187889214	161716.5784
0.285132318	375383.8655
0.336274298	117118.8882
0.324034058	310787.1006
0.140149699	-60783.16324
0.208388435	611310.5641
0.234152999	149777.0171
0.161923657	366661.773
0.071274138	513095.0731
0.351808813	221069.412
0.311106143	-157866.1681
0.254206597	174513.7788
0.184182826	262828.3023
0.068378385	583717.7044
0.080774153	502418.846
0.301265835	661479.4246
0.190680987	472400.0564
0.244515099	412702.3182
0.357455815	230505.8977
0.216474188	9333.209946
0.098261232	411315.206
-0.010199711	154787.2745
0.255774778	120000.0026
0.357992116	197334.6223
0.302419173	638006.6845
0.147362475	506615.6266
0.303000008	19161.30877
0.143780831	58354.67057
0.313113736	258982.1521
0.346668044	-110175.4801
0.339282758	562117.2339
0.232007112	668720.9305
0.24005661	208263.9053
0.049948352	115434.0759
0.321229329	-119268.5239
0.236033641	-181690.3231
0.198500494	481282.6308
0.253876434	333777.9089
0.242345979	-70213.47228
0.057322705	513440.9424
0.300755039	529950.2912
0.245444243	47343.9638
0.351525099	74742.01561
0.167179961	303914.9815
0.112393899	341069.8464
0.349199982	446419.5145
0.034435369	342012.7346
0.387848453	564266.2406
0.379824509	42494.63059
0.29417848	737646.5728
0.229630226	289636.9109
0.041605302	513573.9558
0.306055645	316922.5542
0.299861088	130740.8636
0.139747968	587498.7245
0.281139397	707940.0006
0.105598413	40983.59795
0.233648866	362428.8334
0.116691837	-50030.29865
0.050996754	597375.5758
0.269475468	331326.9382
0.352469243	129972.0838
0.167976748	169382.3093
0.202010697	418663.8618
0.240266718	223156.6322
0.197990464	249636.4341
0.233658031	420797.4335
0.207920508	500909.0297
0.242977955	530403.2659
0.108467953	487077.9653
0.18040313	420377.88
0.194360741	565325.1383
0.169201948	-12284.78036
0.269352331	314106.0873
0.365525665	340823.284
0.070463157	463594.9479
0.241502447	348962.2758
0.283593937	418602.5583
0.190214728	424309.3959
0.141897398	266730.3695
0.10622469	9003.935124
0.157223855	298184.7054
0.294068091	218979.7837
0.153212272	-35278.44606
0.150325581	-93140.39278
0.318236299	291609.2912
0.158906842	114495.2523
-0.015825245	606571.9908
0.259357579	345723.4749
0.191814164	407222.7622
0.2384766	532059.6186
0.164362735	290693.6936
0.37194798	427357.21
0.085692757	285979.8699
0.036553807	529843.8329
0.215962388	187936.8967
0.189159691	134621.3087
0.034092216	533982.5846
0.035009143	99746.02045
0.061254741	339754.9602
-0.007244692	-66906.52682
0.170399175	456005.9958
0.248198625	282.506671
0.277282439	31541.68668
0.25839308	180058.9896
0.284730611	365746.3532
0.210759539	712617.4113
0.123668152	469439.5786
0.221928797	436303.6557
0.179548271	120178.8997
0.255295135	436249.0244
0.279441829	107111.3912
0.034806933	40428.62191
0.331810541	584674.7953
0.371894728	218657.3457
0.140211686	180085.3017
0.041642152	449412.8715
0.378367413	319279.0149
0.079122594	407261.8283
0.201838418	464338.2527
0.242065916	369033.7808
0.286798136	25040.2701
0.247293877	140312.5454
0.058684418	46216.8474
0.195974744	-75979.17737
0.220205142	529102.9699
0.084300668	214999.9995
0.227737716	351825.9539
0.092270602	-64251.39252
0.242133831	-72632.4151
0.229358507	373033.9496
0.211189049	188313.5466
-0.046619703	454532.7931
0.423363983	240228.9828
0.231071839	312965.8408
0.235737521	207898.2181
0.241321826	86915.02156
0.191205857	459287.9222
0.31673626	233344.9305
0.237530152	160630.7231
0.212914433	587175.9865
0.265804604	-79070.91175
0.085026029	181799.0528
0.28124705	449065.425
0.13417513	202996.0836
0.352677631	387321.5593
0.385559687	383047.4397
0.112277787	360696.1075
0.135243934	526789.5412
0.049380595	145590.1933
0.115392764	-214616.79
0.010908902	148645.8408
0.262483083	520617.5585
0.066201349	196163.6264
0.152222239	126286.2653
0.365703337	398851.144
0.151650565	534867.3527
0.235448685	94063.18049
0.263657051	142432.5193
0.247708229	693700.1733
0.247179196	434942.4171
0.328790111	174828.3118
0.239585475	80120.13618
0.214665448	550580.7063
0.116072955	445704.4457
0.192986722	232504.1025
0.173189955	359151.9596
0.153221194	377232.3643
0.351188033	-142406.6942
0.35049438	131597.4421
0.168163953	42894.56159
0.143605289	445094.3634
0.113909696	66860.43219
0.097296542	246335.7922
0.320522341	63588.59471
0.16695751	423815.8949
0.071263672	473657.7483
0.214867677	459515.3667
0.111048814	56473.67965
0.178008676	-117409.0314
0.194939357	-184312.2534
0.120623365	276032.5993
0.238996418	42298.68267
0.202105884	444114.548
0.333791172	97888.88755
0.109563696	570932.2021
0.394439731	592370.5591
0.305853581	-31715.87864
0.378037495	-134620.2807
0.129405513	159551.5352
0.31345885	74507.55981
0.085673154	403326.2999
0.276506969	412262.8522
0.354683926	117070.8365
0.172360398	653940.5814
0.164498562	-130123.9001
0.375538628	358184.6489
0.202762376	576386.5327
0.089041331	-86241.37506
0.328943225	709467.2153
0.31126039	157.4821837
0.104787489	581376.4653
0.136536835	676412.4569
0.142392443	-48459.38154
0.118138809	446953.3481
0.34881115	-160360.8738
0.289056062	334791.4547
0.215420278	84223.35158
0.321902145	451497.3722
0.051327197	222135.8506
0.119199734	333731.9075
0.202449663	157069.9886
0.185134769	-50606.3405
0.423976982	247925.2789
0.264894607	-65910.54664
0.276400384	184833.7626
0.259399492	415618.2521
0.160997487	232259.6196
0.382439299	566735.8574
0.118050465	615502.688
0.109328423	362122.9754
0.366511066	432722.7433
0.410552637	150317.593
0.419142352	259916.6329
0.030388622	398464.8479
0.185297911	590017.6839
-0.015570755	369231.1349
0.043833889	349074.1272
0.192403226	668724.5762
0.014295282	447414.6445
0.261467823	-28247.51872
0.212906039	84312.14456
0.145650333	180750.9028
0.047184183	-101277.8807
0.390369122	350474.2974
0.374932627	187706.2263
-0.022096587	175288.5555
0.08678881	596363.7483
0.123851278	-70304.58851
0.127928618	-21540.26516
0.386850927	378933.7811
0.016443993	263121.0687
0.31449718	138656.8611
0.305410665	559152.8938
0.234785331	201724.2411
0.230445977	95987.9378
0.282482495	369821.117
0.24591167	212380.9207
0.36877133	89195.28507
0.232419735	569614.1476
0.22568784	471195.527
0.241629166	451884.3556
0.21971045	620896.5621
0.119744924	-96466.48238
0.325492116	255076.6513
0.289863967	285238.0968
0.243209013	529293.8385
0.366616284	84483.28591
0.026847699	147795.3104
0.317981982	-9974.852831
0.115880793	241557.4686
0.264534511	586943.5206
0.124997198	480517.0038
0.201335547	157784.3667
0.200129337	372808.7293
0.300843358	153783.5627
0.280607823	98631.93622
0.245310146	-83623.51633
0.213840167	170840.1104
0.350720145	82317.93326
0.179485604	217657.7667
0.214229534	675951.2989
0.075294694	587252.4573
0.32587986	9995.30423
0.306327356	83558.99501
0.172089445	625701.1317
0.27886287	653072.7008
0.070522679	179335.9093
0.026110967	176174.5179
0.201125495	12944.64257
0.282812364	196637.6896
0.080607031	63647.43186
0.420128791	149262.7913
0.195233219	434453.023
0.097568988	612544.2448
0.156674014	-37886.92245
0.246900515	190549.8476
0.096332709	613721.3752
0.246410818	577356.7089
0.236348122	388265.7932
0.19787099	426392.0754
0.150729422	205163.4004
0.326343668	406058.9949
0.009006708	366698.5405
0.106367659	175918.9409
0.351302681	570364.233
0.095408594	-110632.9423
0.268845559	392886.2856
0.214999245	408851.9587
0.357780749	275096.4484
0.15512198	280063.2673
0.115852423	407483.8955
0.004341681	610220.3541
0.232718354	496982.3543
0.418170591	396712.5493
0.328279993	-191101.0749
0.409983672	256121.0425
0.109222143	505940.9614
0.273842644	104942.5546
0.157100392	637151.2921
0.110763104	726176.1661
0.22595087	425269.6613
0.105629257	317749.7202
0.196536339	602531.9866
0.198359907	275715.6778
0.351465135	34099.63463
0.260434035	397441.0351
0.212233563	273903.2531
0.212453379	612868.339
0.405156016	201728.7825
0.181508394	114806.5082
0.425371019	-132033.8761
0.266189454	405940.6353
0.249441542	236275.277
0.161331097	30287.34526
0.165287811	-42421.34951
0.104440266	204430.6402
0.28621112	73123.82131
0.103263945	-105846.2825
0.181063519	286636.6553
0.151712088	310870.7148
0.300108766	-125004.8876
0.23383162	75790.12677
0.159017179	240850.3959
0.109024655	295750.6415
-0.02255438	20582.86733
0.126779015	-22112.73858
0.306133399	-160066.3693
0.399057577	31071.01784
0.322870926	104053.3624
0.286665648	67301.65875
0.259170994	573399.5948
0.148511407	248080.8692
0.262898639	390211.4041
0.273569054	-117060.7535
0.115239231	501546.894
0.2026131	69439.91023
0.380620214	17682.51615
0.161950023	722613.5421
0.181945125	301349.9722
0.179079538	320020.9558
0.159348019	533819.1411
0.295057642	-95166.80565
0.21739761	-84964.23723
0.205119085	-50182.58288
0.25771241	519960.0093
0.393644719	406007.7156
0.289762872	254340.2649
0.093542948	265626.7123
0.281758267	389654.3777
0.164922539	-22947.65361
0.357439407	410525.6876
0.135320401	255799.1993
0.288368591	138990.6958
0.247086168	112264.9836
0.044918691	310201.1396
0.117802921	268515.3185
0.274137466	409208.2592
0.346884061	337741.3955
0.164508719	157062.8835
0.105482292	-53401.49081
0.026731422	393059.944
0.146434928	653842.3603
0.30063329	580190.7499
0.359559721	137491.8245
0.208034256	679270.5307
0.120916191	96779.48591
0.383021018	304582.2987
0.334508725	228373.1085
0.13012797	535982.3853
0.164543811	108805.313
0.243526278	-34609.97844
0.192516424	464012.6869
0.35461853	413381.1274
0.047453606	548413.226
-0.027643378	-6740.964361
0.096474721	578117.5708
-0.022995058	463546.3777
0.17182348	77103.4688
0.344304619	241859.4269
0.295828698	200727.9135
0.134541833	-169311.3127
0.309775696	348552.7369
0.303733448	42893.3614
0.058962426	462466.0821
0.290229087	-142137.9288
0.164684658	173384.0084
0.055537504	431299.0597
0.189992618	35978.37226
0.317711624	43330.05032
0.081868403	667035.1568
0.296457727	337681.1436
0.338220138	233163.3687
0.153061317	652308.2898
0.208958113	392898.2492
0.27470745	294907.3214
0.311864353	377992.6237
0.35935764	-18418.85056
0.289576982	418918.466
0.42507552	492624.4936
-0.014616047	363224.2472
0.217972858	492152.489
0.196010133	63549.07569
0.359218903	324341.5585
0.106961705	191653.8217
0.399829278	648510.5575
0.047220761	71409.49973
0.292016047	24493.39307
0.260354285	-182250.4783
